IR,IY,IB,VR,VY,VB,L1,L2,L3,L4,L5,L6,L7,L8
3.745401188473625,1.8513292883861965,2.6170568373590597,226.727029942089,225.71995878283593,223.93635520277442,0,0,0,0,0,0,0,0
9.50714306409916,5.419009473783581,2.469787990719998,227.96681397191372,228.05432329299987,224.73435659375022,1,1,0,1,0,0,0,0
7.319939418114051,8.729458358764083,9.062545805210366,222.504678987925,227.6016092979016,228.5454739320218,0,1,1,1,1,0,1,1
5.986584841970366,7.322248864095612,2.495461998495061,226.24874099606998,221.53899904693773,223.4000438605989,1,0,0,0,0,0,0,0
1.5601864044243652,8.065611478614498,2.71949726128631,225.71745983143748,221.49249469741474,228.6964968481217,0,0,0,0,1,0,0,0
1.5599452033620265,6.587833667107174,7.593982624179637,228.32830376788272,222.68174367744913,220.88134430976692,0,0,0,0,0,1,0,0
0.5808361216819946,6.922765645178525,4.4973984245054,229.0608706048126,223.61074726341036,227.76798437208632,0,0,0,0,1,0,0,0
8.661761457749352,8.491956515653193,7.767105569551812,220.12156771477387,224.08455581408484,228.47547633054737,0,0,1,0,1,0,1,0
6.011150117432088,2.4966800885918596,0.6536615756438524,226.74019919058793,226.79697216833344,221.81817652837339,1,0,0,1,0,0,0,0
7.080725777960454,4.894249636431405,4.875711936733843,220.5183579911973,220.56680432165837,224.303465323722,0,0,0,0,0,0,0,0
0.20584494295802447,2.2120944181960223,0.3361360018328263,225.48858665077356,220.34672704226065,221.65499774663655,0,0,0,0,0,0,0,0
9.699098521619943,9.87668007996647,0.6265320345535452,222.8763272904368,223.9191056294391,227.06604128994218,0,0,0,0,1,0,1,0
8.324426408004218,9.440593396866133,9.06437453344411,223.0677659952214,226.9716369213798,225.35347768061658,0,1,1,1,1,0,1,1
2.1233911067827616,0.394268113685059,1.3924537111759516,223.52958503452356,221.93435342956482,226.35323346708321,0,0,0,0,0,0,0,0
1.8182496720710062,7.055751725156885,5.324206822752171,226.2129244904961,226.4150448125625,221.96486966956212,0,1,0,0,0,1,0,1
1.8340450985343382,9.252483174156659,4.110956026007066,223.34049965668768,222.598281379403,222.1174586205242,0,0,0,0,0,0,0,0
3.0424224295953772,1.8057534512733353,3.4734332625884266,227.3269905059028,228.86086108813515,220.41497325509906,0,0,0,0,0,0,0,0
5.247564316322379,5.679452305526294,8.998333456872725,224.04527385573869,228.95689944266616,223.2206753519573,0,1,0,1,0,0,0,1
4.319450186421157,9.154882975880419,0.218233967754895,220.6835320030996,222.97287204281326,225.59744661333676,0,0,0,0,1,0,0,0
2.9122914019804194,0.3394597858579884,6.637896861755891,227.83759842484108,222.2999375396324,228.5793491399733,0,0,1,0,0,1,0,0
6.118528947223795,6.974202672468399,9.633944342135504,222.85758324592706,224.1130397206623,226.6692744745868,0,0,1,0,1,0,1,0
1.3949386065204183,2.9734900737255074,5.60168183461842,224.32766879599262,222.40531585180148,224.35396323399752,0,0,0,0,0,0,0,0
2.9214464853521815,9.243961953765304,9.368224620330919,226.85443883221902,226.72383843291703,229.5312011439414,0,1,1,0,1,1,0,1
3.663618432936917,9.710582451653679,0.5225787928602377,223.32456157148712,228.26064684548285,227.19245200575833,0,1,0,0,1,0,0,0
4.56069984217036,9.442664891134338,4.187933190741614,220.56585656146714,226.73092130911218,229.3016520286255,0,1,0,0,1,0,0,0
7.851759613930136,4.742142166574638,2.6015779096205116,223.73921047012814,228.2435044724935,225.27587973272165,0,0,0,1,0,0,1,0
1.9967378215835974,8.620426509893134,7.3082096498072975,229.44448582694304,223.96992162207474,222.5890427479314,0,0,0,0,0,1,0,0
5.142344384136116,8.445493985350703,9.812970904972467,226.41734397298558,221.5631697070886,220.52826686364722,1,0,0,0,0,1,0,0
5.924145688620425,3.1910047324325563,2.565300624442478,226.71479148667208,227.37950947397593,227.2608485148385,1,0,0,1,0,0,1,0
0.46450412719997725,8.289154741506774,6.5417460147407445,226.3228215363764,223.60474505141553,221.21302998005535,0,0,0,0,0,1,0,0
6.075448519014383,0.3700763471549262,1.9809763275974013,221.98992138959437,226.71270825229132,223.02775128271966,0,0,0,1,0,0,0,0
1.7052412368729153,5.96269878482053,5.653302545716099,224.1833386410228,222.70643941981766,225.32470907883896,0,0,1,0,1,0,0,0
0.6505159298527952,2.3000883728770303,4.639324866883362,227.5093979836332,220.81229634806672,225.6441658777975,0,0,0,0,0,0,0,0
9.488855372533333,1.205668857772788,9.72005329631537,221.0137289755316,229.92581795487763,226.00583196987137,0,0,1,1,0,0,1,1
